52.7120715007812,105.731,29.427,598.8356,22.7,132.8832,11.39,10.1053,11.7927
16.6802505731104,102.033,31.655,4177.885,12.1,126.7367,11.21,6.9785,3.1367
22.3665516964787,97.858,28.792,4166.9796,9.1,161.0523,7.28,2.6058,3.9304
116.416329937816,99.054,25.552,5515.7073,6.8,117.7309,4.96,6.714,25.3381
3.11527784647827,99.319,30.989,52182.3293,2.6,112.0447,6.05,9.3147,3.9979
105.312126102732,95.906,30.6,43994.9907,1.3,110.6758,5.72,10.3678,16.1039
37.3826173826174,94.3,28.672,31405.9636,0.9,109.603,12,5.7144,0.7992
1805.06973684211,161.256,29.738,22688.9056,0.3,110.5615,1.13,4.9751,2.0513
1200.4016824153,102.827,25.397,1244.5323,15.3,144.5589,4.38,2.4631,59.1329
102.759360730594,88.718,27.119,3607.2966,18.9,124.7662,18.26,10.1176,15.6656
663.551162790698,93.079,29.038,16525.0859,1.5,167.5521,11.35,6.9671,16.2791
372.785039630119,96.678,31.072,40941.8972,0.8,108.6297,8.48,10.2801,27.609
19.0960726185167,111.677,28.746,2829.8892,17.5,146.2421,2.45,3.6581,2.6216
10.0339075048463,101.057,28.551,3035.9722,12.6,133.6511,3.07,6.617,3.9149
67.2423921568627,96.185,29.262,4727.3,7.3,103.6672,27.69,9.3395,20.7031
3.74202177403702,92.88,28.064,6799.8597,2.4,132.8816,17.75,5.7263,0.4549
24.4637872780308,96.959,27.129,8813.9894,5,138.3887,8.43,8.8702,6.6264
15.8231477422183,99.635,27.026,4775.9151,14.7,103.789,7.58,5.9032,3.9456
21.5481600571633,103.381,28.875,1756.1158,25,125.284,0.67,5.2487,0.7145
78.7313092979127,108.406,30.303,31164.3292,1.1,99.9411,7.91,2.3871,0.9488
66.3203666175387,94.687,27.661,7032.2941,4.7,106.6073,9.14,8.2027,32.1396
80.6391097368703,93.046,29.62,1187.2177,26.8,129.3227,0.77,5.1971,16.9451
395.639953271028,98.078,31.06,276.6263,37.5,154.0236,1.55,6.5786,46.729
46.5202503573013,87.03,28.535,5980.7445,7.2,386.9691,5.91,6.0653,28.2132
87.9301778835259,95.214,27.04,1162.9049,28.2,117.4933,0.39,6.1943,22.1561
49.2868270186795,99.857,28.913,1326.4999,16.1,112.8675,3.51,4.6995,13.1159
3.96180000901742,98.357,30.769,43193.7484,2,108.672,6.91,10.5107,4.2583
130.208436724566,100.537,27.377,3041.7826,10,108.6298,11.91,4.8186,12.4069
7.21238402516935,98.234,28.917,363.2482,31.4,186.8617,3.86,6.309,2.8893
333.408132674215,93.05,28.903,3855.1737,8.8,109.5,4.52,3.8899,20.7303
11.2062984434562,99.611,28.76,828.4658,29.5,115.9055,1.83,4.524,4.1296
24.1675623913967,96.934,28.819,13574.1718,4,108.935,6.51,8.3027,1.7242
149.852604292767,105.577,27.635,7829.9599,8.7,114.8583,4.63,4.8887,12.6785
42.8307048219919,96.108,26.951,6175.8761,6.6,117.5884,8.3,7.2974,1.6052
14.2198916544656,99.55,29.01,2284.044,7.6,116.4026,9.91,3.4154,1.6105
33.6316058313668,99.465,29.356,497.3166,19.7,130.0965,4.41,3.942,5.205
94.9433019976498,100.134,27.233,11299.1362,5.4,121.5077,9,7.8229,4.906
75.6410650464618,92.625,30.282,11701.4174,3.6,107.3583,16.18,6.788,14.4372
125.647943722944,100.312,29.768,23323.3721,2.1,101.7294,14.91,6.809,10.3494
137.252589331952,96.598,30.002,17623.1435,2.5,107.5398,5.05,7.2428,32.3533
93.7917878680383,99.327,28.855,799.3785,22.7,109.8115,2.58,3.9918,24.8315
134.07247230733,98.914,30.98,53206.0583,1.1,107.1333,6.17,10.2272,59.2589
212.78300910596,100.254,25.808,6691.7173,6,122.4511,7.61,5.9825,16.5597
65.2763005314866,100.221,27.371,6124.4916,10.2,121.4763,3.62,8.5885,4.1593
305.266457528958,88.759,26.768,3705.5776,6.1,108.1905,4,7.6303,34.8456
41.6604278074866,123.614,28.059,11274.9285,1.9,118.6177,6.64,2.9153,4.2781
100.835453,99.964,29.732,625.5603,38.8,211.403,2.2,3.9449,15.9692
31.0292521821184,87.876,30.481,17523.3226,3.3,111.4748,6.19,6.3863,15.735
47.544170771757,103.304,28.122,5390.6856,10.2,116.3607,4.36,3.5689,9.0312
18.0365526999901,96.914,30.591,42798.7862,2.6,108.7895,9.38,9.7041,7.3769
117.710473978052,94.005,31.199,36611.7539,1.8,105.5799,10.36,11.4591,33.7214
39.4304572907679,112.125,32.159,2675.6054,1.3,112.4791,10.58,4.3893,0.0863
7.5588543485854,103.763,29.21,7379.1619,4.7,109.0347,20.26,2.6574,1.2613
57.9102029068931,91.406,26.996,3715.955,8.8,114.6647,16.51,7.9324,4.6625
206.112648221344,98.434,30.4,660.7234,24.3,130.6805,9.31,3.0999,43.4783
234.643708400275,96.78,31.162,41088.8416,0.8,106.8841,4.62,11.088,33.6949
122.392559549969,102.623,29.792,1765.9937,22.1,175.9705,6.81,4.6217,20.6557
82.6977269200931,96.425,31.327,18442.3611,4.3,100.7704,24.9,8.0899,16.5865
